title|location|date|body
Election office gutted in Thanjavur|THANJAVUR|April 02, 2019 00:00 IST|The election office put up by DMK in ward number 39 of Thanjavur Corporation was gutted in a fire that broke out on Sunday night. Inquiries showed that the small office in Municipal Colony had a thatched roof that caught fire around 10.30 p.m. Subsequently, police and fire service personnel were alerted by locals. Fire tenders were rushed in and the blaze was put out within half-an-hour. Medical College Police have registered a case and are investigating.


In-plant training for engineering students a distant possibility|TIRUCHI|April 02, 2019 00:00 IST|Downslide in industrial activities in the region has meant that fulfilling the requirement of in-plant training for engineering students specified by All India Council for Technical Education has become a tall order for most of the colleges in the region which are struggling with drastic decline in student admissions. According to AICTE, internship programme not only helps fresh pass-outs in gaining professional know-how but also benefits corporates by way of gaining fresh perspectives on business issues and even discovering future business leaders. It is not that the colleges are not keen on transforming students into talented and innovative workforce in a competitive scenario. The fact is that the possibility for in-plant training does not exist at all due to the sickness of several industries that were earlier the ancillaries of BHEL, according to a management functionary of a private engineering college in Tiruchi. Students who used to go for internships during the vacation after their second and third years are unable to find any openings for internship. Students in government engineering colleges are in a relatively advantageous position, T. Senthil Kumar, Professor and Dean, University College of Engineering, Bharathidasan Institute of Technology Campus, Anna University, Tiruchi, said. In the absence of in-plant training, students passing out of the technical institutions lack the skills required by the industry, a principal admitted. The model curriculum prepared by AICTE with the help of prominent academicians to produce competent employable graduates as per the needs of the industries includes the internship for students of six months’ duration at different stages of the programme. The purpose was to expose technical students to the industrial environment, which cannot be simulated in the classroom; and provide them opportunities to learn, understand and sharpen the real time technical/managerial skills required at the job.  The colleges are required to have a dedicated training and placement cell to guide students to choose the right career and to plan for programmes and activities to enhance knowledge, skill, attitude and aptitude. According to academics, private college managements are unable to do much and are reconciled to the reality of the continuance of industrial sickness in the region.

DMK candidate promises GST exemption for weavers|Salem|April 02, 2019 00:00 IST|Dravida Munnetra Kazhgam’s candidate for the Salem Lok Sabha constituency S.R. Parthibhan has promised that steps would be taken to provide Goods and Service Tax exemption for weaving business. Mr. Parthibhan, who campaigned at Kondalampatti and nearby areas here on Monday, said that said handloom and power loom business suffered severely due to GST and the livelihood of weavers were affected. “If Congress Government is voted to power, steps would be taken to provide exemption for weaving business under GST,” he said. Mr. Parthibhan said that he would also take steps to improve the livelihood of families involved in dyeing units here. Campaigning at Maniyanur, Mr. Parthibhan said that he would take steps to set up a silver trade centre and steps would be taken for silver businessmen to sell their products directly.

Intra-party feud triggers clash|Tirunelveli|April 02, 2019 00:00 IST|Intra-party feud in AIADMK and DMK led to clashes on Sunday night, resulting in injuries to three persons and damage to a few vehicles here . Consequently, the police raided the houses of the youth involved in the clash on Monday to search for lethal weapons and country bombs. When a party workers’ meeting was organised by AIADMK here recently to review poll preparations and finalise the campaign schedule, youth from Kottaiyadi and Paraiyadi in Tirunelveli Town participated in large numbers. While the youth from Kottaiyadi were given party positions and ‘empowered’ to look after the election work in their area, the decision earned the wrath of those from Paraiyadi, who entered into a heated argument with their rivals on Sunday around 11 p.m. As the argument led to a clash between the youth of Kottaiyadi and Paraiyadi, D. Gowtham, 20, S. Shankar, 22, and his younger brother Satish Kumar, 19, were hacked with sickles. With grievous cut injuries, they were rushed to the Tirunelveli Medical College Hospital where their condition is said to be “stable.” Agitated over this, a group of Paraiyadi youth went to Kottaiyadi with arms, where they smashed three cars, two auto rickshaws and six bikes, all parked outside houses as residents, on seeing the angry mob, remained inside. Even before the police could rush to the spot, the armed gang managed to escape. After registering a case against 40 persons in connection with the attack on the trio and subsequent violence, the police have picked up 10 persons . Meanwhile, a police team, led by Assistant Commissioner of Police, Tirunelveli, Satish Kumar, and Inspector of Police, Bomb Detection and Disposal Squad, Paulraj, raided the houses in Kottaiyadi and Paraiyadi around 11 a.m. on Monday. Metal detectors and sniffer dogs Pluto and Bharani were also used. “Four machetes were seized during the drive. Though we suspected that country bombs could have been hidden in some of these houses, no improvised explosive was seized,” said a police officer. In another clash, Subramanian of Palayamkottai, supporter of DMK Tirunelveli city district secretary Abdul Wahab, was allegedly attacked with an iron rod by four persons, allegedly due to intra-party feud . He has also been admitted to the TVMCH. “A complaint has been filed against Windsor, a DMK functionary and three of his associates,” a police officer said.

DMK front is a coalition of contradictions: Vasan|THANJAVUR|April 02, 2019 00:00 IST|Tamil Maanila Congress leader G.K. Vasan has termed the DMK-led alliance in Tamil Nadu as a coalition of contradictions. Hitting the campaign trail after offering prayers at Anugraha Anjaneyar temple, Keezhavasal, on Monday, Mr.Vasan pointed out that in Karnataka the Congress supported the Janata Dal (Secular) government, which had taken a tough stand on the issue of sharing of Cauvery water with Tamil Nadu. By this time, Tamil Nadu should have received its due share of water, but the Congress and JD(S) blocked it. At the same time, the DMK in its pursuit of power and position openly extended its support to the nefarious act of the Congress by forging an alliance with that party in Tamil Nadu. Similarly, Communists who opposed the candidature of Congress president Rahul Gandhi in a Parliamentary constituency in Kerala, were sharing the election platform with the Congress in Tamil Nadu. Stating that there was a lot more contentious issues among them that could be listed out, Mr.Vasan said they should realise that the people of the State could no longer be deceived. Development could be achieved only if the governments at the Centre and the State were on the same page. It was during the previous AIADMK rule that the seeds of development in Thanjavur were sowed. Now, the fruits of such development works were being reaped by the people. Thus, giving the mandate in favour of the AIADMK-led alliance in the State would help bring in more development. Assuring voters that schemes detrimental to agriculture operations in the State would not be allowed by the AIADMK combine, he said it was a well-known fact that the AIADMK and TMC raised their voice against any attempt to disrupt the peaceful existence of minorities in society. Mr.Vasan solicited votes in favour of the TMC nominee for Thanjavur Parliamentary constituency N.R. Natarajan in the ‘autorickshaw’ symbol and in favour of the AIADMK nominee for the by-elections to the Thanjavur Assembly Segment, R. Gandhi in ‘two leaves’ symbol. Campaigning along with TMC leader, AIADMK Thanjavur (South) district secretary and Rajya Sabha MP R.Vaithilingam called upon the electorate to keep in mind the slogan of late TMC founder G.K. Moopanar “Valimaiyana Bharatham, Valamaana Thamizhagam” before pressing the button on polling day.
TNAU Open Day to be held|Tiruchi|April 02, 2019 00:00 IST|Anbil Dharmalingam Agricultural College and Research Institute at Navalurkuttapattu, on the outskirts of the city, will host a TNAU Open Day 2019 at the institute campus on April 5. Aspiring students and parents can visit the institute between 9 a.m. and 5 p.m. on the day to familiarise themselves with admissions and other details, P. Masilamani, Dean of the institute, said in a press release.

Orientation on election expenditure|Tiruchi|April 02, 2019 00:00 IST|The Election Expenditure Observers for Tiruchi Lok Sabha Constituency, Sudhansu S.Gautham and Anoop Kumar Verma, on Monday gave an orientation to candidates and their agents on maintenance of election expenditure accounts and urged them to extend their cooperation for smooth conduct of the election. Speaking at a meeting with candidates and their agents to brief them on the procedure to be adopted in maintaining the accounts, the Observers told the candidates to submit their daily accounts for audit to election authorities on April 4, 10 and 16. Meanwhile, District Election Officer and Collector S.Sivarasu cautioned candidates and political parties against distributing cash or gifts to voters. Voters, who cash for votes, were also liable to face penal action, he said. Mr.Sivarasu warned parties and candidates against holding bogus ceremonies at marriage halls to distribute cash or gifts.


Fishermen stage protest for registration of boats|Thoothukudi|April 02, 2019 00:00 IST|Around 150 people belonging to the fishing community staged a road blockade seeking registration of mechanised boats on Monday. They staged a dharna in front of the office of Assistant Director of Fisheries. As their demand was not met, they staged a road blockade on South Beach Road. "Some of the boats had changed their engines, but they are too long," said M. Samy, president of a mechanised boat owners’ association. Currently, around 45 out of 245 mechanised boats at the fishing harbour are not registered. For registration under the Tamil Nadu Marine Fisheries Regulation Act, boats should have a maximum of 240HP engine capacity and 24-metre length. Those exceeding the limits would have to be registered with the Mercantile Marine department. Talks the police held with the protesters remained inconclusive. The protest, which started around 11 a.m., continued till late in the evening.

‘Take strict action against touts at bus stand’|Madurai|April 02, 2019 00:00 IST|The Madurai Bench of the Madras High Court on Monday ordered strict action against touts and unauthorised ticket agents who harass passengers at omni bus stands across the State. Surprise visits must be conducted to crack down on such agents, the court observed. A Division Bench of Justices N. Kirubakaran and S. S. Sundar said that the menace of such touts and unauthorised ticket agents had to be stopped. Even women were not being spared, the court said. The court also came down heavily on the attitude of private bus operators who made passengers wait beyond the scheduled departure time to fill up the seats. The court directed the authorities concerned to ensure that adequate police were posted at Mattuthavani bus stand to prevent harassment of passengers. The court was hearing a public interest litigation petition filed by M. Dineshkaran of Madurai, who complained of a harrowing experience faced by him at the Mattuthavani omni bus stand .

Special fare train to clear summer rush|Salem|April 02, 2019 00:00 IST|The Southern Railway has introduced special fare special train to clear summer rush. According to a release, train no. 02197 Coimbatore - Jabalpur special fare special train will leave Coimbatore at 7.05 p.m on Mondays between June 10 and July 1 and would reach Jabalpur at 10.20 a.m on Wednesdays. The train would stop at Palakkad, Shoranur, Tirur, Kozhikkode, Vadakara,Thalassery, Kannur, Payyanur, Khanhangad, Mangalore Jn, Mulki, Udupi, Kundapura, Mookambika Road Byndoor, Kumta, Karwar, Madgoan, Thivim, Kudal, Kankavali, Ratnagiri, Chiplun, Khed, Roha, Panvel, Igatpuri, Manmad, Bhusaval, Khanwa, Harda, Itarsi, Pipariya, Gadarwara and Narsinghpur. Advance reservations for the train would begin on April 2. Trains rescheduled The Southern Railway has rescheduled trains in Tiruchirappalli division on April 2 due to bridge works in the division. According to a release, train no. 76836/76833 Karur - Tiruchi- Karur DEMU passenger is partially cancelled between Tiruchirappalli Junction and Tiruchi Fort. Train no. 56110 Erode -Tiruchirappalli Passenger is partially cancelled between Tiruchi fort and Tiruchirappalli Junction. Train no. 56713 Tiruchirappalli- Palakkad Town passenger is rescheduled to leave Tiruchirappalli Junction at 3 p.m. Train no. 56712 Palakkad Town -Tiruchirappalli Junction passenger will be regulated for two hours between Erode and Tiruchirappalli fort.

Maiya Mandapam to be reconstructed in one year|MADURAI|April 02, 2019 00:00 IST|Work at the 800-year-old Maiya Mandapam on the Vaigai near the Alber Victor bridge will be completed in a year, say senior officials from the Hindu Religious and Charitable Endowments department. Joint Commissioner N. Natarajan says that damaged portions of the mandapam will be reconstructed after dismantling. The mandapam, an integral part of the city’s infrastructural identity, has a significant portion in dilapidated state as it has remained ignored for years. Of the 36 original pillars, only 22 remain as the rest have suffered damaged over time. The older retaining walls that once protected the structure too have worn out with age. A senior engineer associated with the Meenakshi Sundareswarar Temple, who is part of a team executing the restoration work at the mandapam, says that it does not have uniform architecture. “It seems like materials from different parts of the country were used in the original construction. The mandapam also bears signs of renovation with age,” he says. He says that retaining walls around the structure are being constructed in the western portion with concrete. They have also dug around three metres into the river bed to strengthen the base. “Walls, which are already disturbed, will collapse otherwise,” he says. He also points out that the roof requires diligent reconstruction because it has suffered immense damage due to weather-related issues. Another engineer says that it is essential to dismantle and rebuild the damaged portions. Otherwise, the structure will collapse. “Though there have been some objections towards altering portions of the structure, without dismantling some pillars from the top we will not be able to strengthen the base,” he says. Alien elements like plastic will not be used, he assures.

01APRSTS01|Chennai|April 02, 2019 00:00 IST|  One person was arrested and 954 grams of gold worth Rs. 31.26 lakh were seized at the Chennai airport on Monday. Mohammed Affan, who came from Dubai was detained and officials found he had concealed 690 grams of gold as rubbery spread wrapped in black adhesive tape inside his underwear. He was arrested.

Observers deployed in Tirunelveli district|TIRUNELEVLI|April 02, 2019 00:00 IST|The Election Commission has deployed General Observers, Police and Expenditure Observers for the Tirunelveli and Tenkasi (Reserved) Lok Sahba constituencies ahead of the election. General Observers for Tirunelveli constituency Bhagat Singh Kulesh can be reached at 93852 85645 while public can contact Harshavarthan for Tenkasi (Reserved) seat at 93852 85644. The Election Commission has deployed Rameshwar Singh as Police Observer for both Tirunelveli and Tenkasi, who can be contacted at 93852 85650. In case of violations pertaining to expenditure, the public and cadre of political parties can contact Raja Ghosh (for Palayamkottai, Nanguneri and Radhapuram Assembly segments) at 93852 85646, A.P. Mani (for Alangulam, Tirunelveli and Ambasamudram) at 93852 85647, Kapil Mandal (for Sankarankovil, Kadayanallur and Tenkasi) at 93852 85648 and Sheel Ashish (for Vasudevanallur, Rajapalayam and Srivilliputhur) at 93852 85649. Kanniyakumari In neighbouring Kanniyakumari district, General Observer for the Lok Sabha constituency Kajal visited some of the five critical and 203 vulnerable booths on Saturday and Sunday at Idalaakudi, Sarakkalvilai, Chettikulam, Thadikkaarankonam, Kaattupudhur, Thittuvilai, Irachchakulam and Thoppur

With Chithirai round the corner, Pudu Mandapam is on a roll|MADURAI|April 02, 2019 00:00 IST|As March gives way to April, traders at Pudu Mandapam say that they are ready to face a bevy of customers looking for costumes ahead of the Chithirai festival. Devotees who customarily dress in ‘costumes’ of different gods and goddesses purchase their wares from shops lining this hall. Last year, when the mandapam was shut following a fire in the eastern wing of the Meenakshi Sundareswarar Temple, caused major loss to the shopkeepers. These shopkeepers say that carrying out their trade again has been a rejuvenating experience even though their days may be numbered. Madurai Corporation has proposed to move the traders to the nearby Kunnathur Chatram to ensure that the Pudu Mandapam is saved. G. Muthupandi, president of the Pudu Mandapam Traders and Tailors’ Association, refers to the hall as a ‘festival factory.’ “For generations, the mandapam has been the epicentre of trade-related activities in Madurai. Every tailor here works a month in advance to ensure that the costumes are available before the day of Chithirai Festival’s flag hoisting ceremony,” he says, pointing to a variety of colourful costumes. There are sequinned caps in red, pants with patchwork and belts with jingling bells, says I. Sheik Dawood, a tailor, whose family has been selling these paraphernalia for three generations now. The costumes are usually made with velvet and satin material and splashed with sequins, pom-poms and rexine patches. Tailors often paste picture of Lord Karuppasamy on the hats to show fervent devotion of the devotees. The 154 tailoring shops sell costumes ranging between Rs. 400 to Rs. 500 for children and Rs. 700 to Rs. 1,000 for adults. They are customised to the customer’s measurements as well. Mr. Muthupandi says that the pants are made in such a way that they provide ease for the devotees to dance. “The devotees prance around the streets when Lord Kallazhagar leaves his abode Sundararaja Perumal Temple and makes his way to the city. The clothes are made in such a way to avoid wear and tear,” he says. Apart from the costumes, Mr. Dawood says that they also sell fakearuvals(billhook),padhai kattis(shoes with nails) andkondai perambus(knotted sticks) as part of the costume.Sattai(whips), used during worship, are also sold here. “We do not make too much of a margin selling these clothes but we get a tonne of satisfaction. No one cares about religion or caste when they purchase at Pudu Mandapam. After all, I, a Muslim, fold my hands and pray to Goddess Meenakshi when I hand over the costume to each customer as part of the tradition,” says Mr. Dawood.

Kamal Haasan’s party opens office|PUDUCHERRY|April 02, 2019 00:00 IST|Makkal Needhi Maiyam president Kamal Haasan declared open the new office of the party at Kandappa Mudaliar Street in the Boulevard on Monday. He held discussions with the party functionaries and hoisted the party flag. Later, when reporters asked him about the Income Tax raids on the premises of a DMK functionary in Vellore, he said that neither those who were behind the raids nor the person whose premises were raided were persons of integrity. M.A.S. Subramanian, candidate for the Puducherry Lok Sabha constituency, was present.

NIT-Tiruchi kick-starts programme under GIAN|TIRUCHI|April 02, 2019 00:00 IST|National Institute of Technology, Tiruchi, has launched a five-day programme under the Global Initiative of Academic Networks (GIAN) in Higher Education, aimed at tapping the talent pool of scientists and entrepreneurs. The programme focusses on the adverse effects, use and disposal of microbicidal agents and pharmaceuticals on human and ecological health. Titled, ‘Chemical/Phytochemical mediated disruption of bacterial Acyl Homoserine lactone mediated, quorum sensing communication systems,’ it seeks to encourage scientists and entrepreneurs' engagement with institutes of Higher Education in India so as to elevate India's scientific and technological capacity, augment the country's existing academic resources, accelerate the pace of quality reform and elevate India's scientific and technological capacity to global excellence for faculty and students to learn teaching skills and seek knowledge and experience from International faculty, said a press release from the Department of Chemical Engineering, NIT-Tiruchi. The objective, according to the organisers, is to expose participants to threats involved in the use of microbicidal agents, understand quorum sensing and quenching, developing effective carriers including nanostructures as delivery agents and to get laboratory-based hands-on training in this technological area. Speaking at the event, Diby Paul, Professor, Truett McConnell University, said pathogenic organisms were becoming better at infecting their host in warmer conditions, a concern for global warming. Climate change had led to change in precipitation pattern, sea level rise, ocean acidification and super storms, and that the course would help to find a solution for removal of microbial contamination in surface waters and wastewater to serve a polluting free society. G.Arthanareeswaran of NIT-Tiruchi, demonstrated quorum sensing compound incorporation in membranes for anti-biofouling.

Salem city braces for water crisis|Salem|April 02, 2019 00:00 IST|With temperature soaring by each day, the Salem City Municipal Corporation has made elaborate arrangements to deal with water crisis during the summer season in the region. For Salem, Mettur Dam is the major water source and given the present water level at the dam, the Corporation officials are hopeful that they would be able to overcome this summer without major water scarcity issues. As on Monday, the water level at the Mettur Dam has touched 62.95 ft and 8,000 cusecs of water was being released from the dam for distribution purposes. The inflow to the dam has reduced to 35 cusecs. A senior Tamil Nadu Water Supply and Drainage Board official said that necessary preventive measures have been taken to meet water needs during the summer. “Over the past three months we have identified most of the illegal connections from the main line in Mettur and they have been disconnected. We have also increased the pumping by two hours”, said the official. Corporation Commissioner R. Sadheesh said that the civic body has taken precautionary measures to meet water needs. “We started taking precautionary measures two months ago and the current water levels at the dam is sufficient to meet water requirements during the summer season. While only 90 to 95 mld was required, we have been able draw up to 121 mld of water from the dam to meet water distribution within Corporation limits. We have also arranged six water tankers besides four Corporation tankers and three other alternate water resources as back up to meet water needs.”

Kallakurichi residents scramble for water|KALLAKURICHI|April 02, 2019 00:00 IST|Kallakurichi residents are digging deep and coughing up more money to source water to meet their daily needs as the town and suburban areas face a severe water crisis. The crisis in this newly-carved out district, which began eight years ago, had now reached its zenith due to lack of rain last monsoon thereby forcing residents to dig deep borewells and buy portable water for drinking, cooking and other requirements. “My borewell will go dry within 15 minutes of operating. Water thus pumped from the borewell will not be enough for cooking and washing utensils. So we buy water in cans daily for drinking purpose and depend on tankers for other requirements. Every alternate days we spend around Rs. 200 on water,” Vasanthi, a resident of Kavarai Street in Kallakurichi, toldThe Hindu. The alternate day water supply by the Kallakurichi Municipality was not sufficient to meet the daily requirements, she added. Velammal, who runs a small eatery near the Sub Collector office, said she buys a pot of water for Rs. 3 a day. “It is adding to our daily expenditure and causing a dent in profit,” she said. Sinking water table The dip in piped water supply is forcing more people to dig borewells but not with much success. John Paul, a teacher and resident of Vilanthangal Street, said it was hard to source water even after digging wells up to a depth of 800 feet. He said many people in his street bought packaged water for Rs. 25 to Rs. 35 a can. Karthick kumar, a resident of Kavarai Street and who runs water can business, said the shortage of water had become acute this year. He said some six or seven years ago water could be sourced by drilling borewells up to a depth of 300 to 500 feet. “Now, even after digging deep we are not able to get water,” he said. At least 0.5% of people were dependent on private operators for supply of water either in cans or tankers. A tanker load of 5,000 litres costs anywhere between Rs. 1,200 to Rs. 1,500, Mr. Kumar said. Inquiries with Kallakurichi municipal authorities revealed that many farmers had turned into water suppliers. They drew water from their open wells on their fields and sell the water to houses and commercial establishments. A study was conducted by the Anna University to identify possible areas to draw groundwater. Water could be drawn from 5 out of 25 bore wells drilled by the municipality, an official said. The depleting water table coupled with gradual reduction in daily supply for Kallakurichi by Tamil Nadu Water Supply and Drainage Board from its Rishivandiyam-Manalurpettai Combined Drinking Water Supply Scheme was the main cause for the present crisis, said a municipal employee. As per the scheme of things, the Kallakurichi region was supposed to receive 29.25 lakh litres of water a day to meet household and commercial requirements. The daily supply from the scheme had reduced to 5 to 6 lakh litres a day. And if there was a technical snag in pumping or power outage, supply to the region would be completely disrupted. People suggested that removing silt from the Gomuki dam would improve storage of water during rainy reasons. It would partially solve the water crisis.

Will create jobs for one in every family, says Tamilisai|THOOTHUKUDI|April 02, 2019 00:00 IST|BJP State president Tamilisai Soundararajan on Monday said that she would create jobs or make entrepreneurs in every family. Addressing reporters, Ms. Tamilisai said while she was promising various projects like an IT park, trade centre and bullet train, DMK candidate M. K. Kanimozhi was claiming that these were not feasible. “BJP will make the projects possible,” she said. Responding to queries about whether promises on such big ticket projects were approved by the party top brass, Ms. Tamilisai said that she believed they would be considered positively. “I believe that Prime Minister Modi will respond positively to development projects for backward areas. That is why I am promising them,” she said.  Local potential Further, she said that there was possibility to create small businesses across the district based on local potential. “Based on natural resources available, we can create jobs for one person in a family,” she said. This would be made possible by the existing air, water and rail connectivity in the district. The BJP candidate said that Ms. Kanimozhi had to gain from dynasty politics. “When she first became a Rajya Sabha member, it was not because she had worked for the party for long. It is because of dynasty politics,” she said. Referring to the recent I-T raids at the house of DMK treasurer Durai Murugan, she pointed out that the DMK had been out of power for the last eight years in the State and five years in the Centre. The visit of Chief Minister Edappadi K. Palaniswami and BJP national president Amit Shah, who would share the stage in Thoothukudi on Tuesday to garner votes for Ms. Tamilisai, would be received well by the people, she claimed.

TN Grama Bank inaugurated|Salem|April 02, 2019 00:00 IST|The Tamil Nadu Grama Bank was inaugurated here on Monday and the bank would function with Salem as its headquarters. M. K. Bhattacharya, Executive Director, Indian Bank, inaugurated the bank. The bank was formed after the amalgamation of two regional rural banks, Pallavan Grama Bank and Pandyan Grama Bank here and the new bank would be operated in all parts of Tamil Nadu except Chennai, a release said. Mr. Bhattacharya said the Bank had 45 lakh customers and its business had crossed Rs. 2,2000 crore.

Youth drowns in Tamirabharani|TIRUNELVELI|April 02, 2019 00:00 IST|   A youth drowned in the Tamirabharani here while taking bath in the river on Monday. Police said T. Suresh Kumar, 35, of Azhaganeri near Thatchanallur was taking bath near Jadayu Theertham in the Tamirabharani at Naranamalpuram. As he accidentally moved to the deeper part of the river, he drowned. Fire and Rescue Services personnel retrieved the body later and the police sent it to the Tirunelveli Medical College Hospital for post mortem. Thazhaiyoothu police have registered a case.

Post-inspection, two electrified sections get operational nod|TIRUCHI|April 02, 2019 00:00 IST|The Commissioner of Railway Safety, Southern Circle, Bengaluru, has accorded statutory clearance for operation of passenger and freight trains in the newly electrified Tiruchi-Thanjavur and Villupuram-Cuddalore Port Junction broad gauge sections. A communication from the Commissioner of Railway Safety authorising the two electrified sections for operation of rail traffic has been sent to Southern Railway headquarters as well as to organisations which executed the electrification project. The authorisation has been given subject to a series of stipulations spelt out by the Commissioner of Railway Safety to be adhered by the railway administration. Accompanied by top officials of Southern Railway, the Commissioner of Railway Safety inspected the electrified stretch from Villupuram to Cuddalore Port on March 22 and the energised section from Tiruchi to Thanjavur on March 23 travelling on a special train and carrying out speed trial hauled by electric locomotive in both stretches. While the electrification project in the Villupuram-Cuddalore Port section was carried out by Rail Vikas Nigam Limited, a Government of India Enterprise under the Ministry of Railways, the stretch from Tiruchi to Thanjavur was energised by Central Organisation for Railway Electrification. The Commissioner of Railway Safety has made it clear that the authorisation given by him for both electrified stretches was valid only after a certificate was issued by the Principal Chief Electrical Engineer regarding completion of electrification of loop lines and other pending essential safety works such as bonding and earthing. The certificate of completion would have to be submitted to the Commission. One of the key stipulations put forth by the Commissioner of Railway Safety is that all crew and guards be adequately trained to work in electrified sections and all safety equipment, sectioning diagram, distinct power block caps, OHE isolator key boxes be provided at all stations falling under the two sections. Another key direction is that the railway administration should display general caution notices of metal frames regarding danger of high voltage traction wires at station entrances and at prominent places at each station particularly on stanchions or pillars supporting platform roof to alert general public. Observance of all temporary and permanent speed restrictions in force, or as may be imposed from time to time on account of track, bridges, overhead electricial equipment, rolling stock and signalling and adequate publicity regarding regular running of trains on the electric traction to be given for information to passengers, road users at level crossing gates as well as to railway staff working in both sections are among the slew of other stipulations issued. The Commissioner of Railway Safety has also clearly stated that since the electrified sections are newly commissioned, a public notification should be issued regarding dangers of roof travelling. Prior to introduction of regular passenger services in the newly authorised electrified sections, freight services should be run for a period of one week so that the operation and working of the new installations were stabilised, it further said. RVNL is executing the electrification project in the main line section from Villupuram to Thanjavur via Cuddalore Port, Chidambaram, Mayiladuthurai and Kumbakonam. The first stretch from Villupuram to Cuddalore has now been completed and works are underway in the remaining stretches. Similarly, electrification project is underway in the Tiruchi-Thanjavur- Tiruvarur- Karaikal section executed by Central Organisation for Railway Electrification. The first portion from Tiruchi to Thanjavur has been energised.  Safety directions  All crew and guards must be adequately trained to work in electrified sections  All safety equipment must be provided at all railway stations  Caution notices on danger of high voltage traction wires must be prominently displayed  Temporary and permanent speed restrictions must be observed

Three die as SETC bus rams tractor trailer near Tiruchi|TIRUCHI|April 02, 2019 00:00 IST|Three persons were killed and nine others injured after a State Express Transport Corporation (SETC) bus rammed a tractor-trailer on Tiruchi-Chennai national highway near Siruganur early on Monday. The incident occurred around 4.30 a.m. at Tirupattur diversion road when a group of devotees from P.K. Agaram were proceeding in a tractor-trailer to Mariamman Temple in Samayapuram carrying flowers for ‘Poochorithal’ festival. According to police sources, the driver of the Dindigul-bound SETC bus from Chennai drove the vehicle in a rash manner and rammed the tractor-trailer from behind. In the impact, the tractor driver, S. Muthuselvam, 29, K. Kaviarasan, 18, and F. Jacksondurai,55, died at Government hospitals in Tiruchi and Srirangam. Nine others, including three boys, sustained injuries. The injured were admitted to Government hospitals in Tiruchi and Srirangam. Siruganur Police registered a case and named the bus driver, R. Sakthivel, 38, as the accused.

Volunteer group takes up maintenance of city parks|MADURAI|April 02, 2019 00:00 IST|Though summer vacation has already commenced for most schoolchildren in Madurai, the scorching heat that is already soaring over 100 degree Fahrenheit deters them from venturing out of their homes to play. “On one hand, we want our children to go out and play instead of watching television or playing with mobile phones. However, with the scorching summer and lack of parks in Madurai, how can we expect them to play outdoors,” asked M.C. Saravanan, one of the coordinators of the Madurai-based volunteers’ collective Vaa Nanba. To do its bit to tackle this problem, the group has commenced carrying out maintenance and repair works on Sundays in parks that have been left unused due to lack of maintenance. While it carried out maintenance work at a park in Anna Nagar last week, this Sunday a park in Valluvar Colony in P and T Nagar was renovated. “Both these parks were in unusable condition with growth of shrubs,” Mr. Saravanan said. He said that the work at Anna Nagar required more than a week of preparation since the swings, see-saws, and other playground equipment were rusted and broken. The volunteer group pooled in money to repair all the equipment and carried out the clean up work last Sunday. “When we visited the park this week, we could see children playing there,” he said. Though the park in Valluvar Colony was in a similar condition, the playground equipment was at least in good shape, he said. “We only had to paint and oil them,” he said. The maintenance of these parks, which were constructed by Madurai Corporation, was the responsibility of the residents welfare associations in the locality. According to Vaa Nanba, a key concern expressed by the residents was that if the parks were maintained properly, anti-social elements used them at nights for drinking and other such activities. “They feel that frequent patrolling by the police can avoid such incidents,” Mr. Saravanan said.

Booth-level polling officers given hands-on training|TIRUVANNAMALAI|April 02, 2019 00:00 IST|District Election Officer and Collector K.S. Kandasamy launched the first-round of training programme to booth-level officers and explained to them the operation of electronic voting machines (EVMs) and control units for the April 18 elections. The training was imparted to the officers handling polling in 2,374 booths in eight Assembly segments of the district covering two Parliamentary constituencies — Tiruvannamalai and Arni. As many as 11,515 booth level officers — 1,891 in Shanmuga Industries HSS, 852 in Kalasapakkam Boys HSS, 1,112 in Vandavasi Boys HSS, 1,670 in Cheyyar Government Polytechnic College, 1,193 in Subramaniar Shastriyar HSS; in Arni, 751 in Polur Government Boys HSS, 1,111 in Polur Government Girls HSS, 838 in Keezhpennathur Boys HSS, 766 in Chengam Government Girls HSS and 1,331 in Chengam Government Boys HSS attended the sessions and clarified their doubts with experts. The booth-level officers were made to handle EVMs, control units and VVPAT machines and were taught on how to troubleshoot in case of any fault. The details on the submission of documents along with voting machines to zonal officers and methods of casting postal votes were explained during the training programme. Accompanied by District Revenue Officer (DRO), Tiruvannamalai, Sridevi and returning officers of the eight Assembly segments, the Collector visited the centre at Shanmuga Industries Higher Secondary School in Tiruvannamalai and demonstrated the use of EVMs and control units in separate training programmes. The Collector, who addressed the training programmes also explained the procedures to be followed on the polling day such as filling of various forms before the commencement of the polling process. The booth-level officers should fully make use of the training programme, he advised.

