title|location|date|body|is_event|raw_target_date
BJP, RSS workers unleash wave of protest|MALAPPURAM|January 03, 2019 00:00 IST|BJP and RSS activists unleashed a wave of protests across the district on Wednesday as part of their Statewide agitation against the entry of two young women to the Sabarimala Ayyappa temple. Protesters attacked KSRTC buses at several places. Police showed maximum restraint to prevent an open showdown with the belligerent protesters who blocked roads at several places. The protesters staged a sit-in at Angadipuram and burned Chief Minister Pinarayi Vijayan’s effigy. Women protesters were seen beating the effigy with brooms. The protesters showered abuses on the government. Police provided security cover to the house of Kanakadurga at Angadipuram. Ms. Kanakadurga had entered Sabarimala temple along with her friend Bindu on Wednesday morning with police security. The protests by RSS men strengthened by Wednesday evening, triggering tension at several places. Shops to be opened Meanwhile, traders under the banner of the Kerala Vyapari Vyavayi Ekopana Samiti decided to open their shops and business establishments on Thursday, rejecting the hartal call by the Sabarimala Karma Samiti. Traders said here that they were not against any particular group or organisation, but they would not support any group disrupting business and people’s lives. Ms. Durga’s family alleged a conspiracy by the police and the CPI(M) in taking the two women to the Sabarimala temple. Her brother Bharat Bushan said that the police had lodged her in an unknown destination for about a week without allowing the family to contact her.|0|
Farmers threaten to boycott market|Kozhikode|January 03, 2019 00:00 IST|Farmers associated with the Agricultural Urban Wholesale Market at Vengeri have threatened to boycott the biweekly markets in protest against the change in auction timings. The auction committee comprising Agriculture Department officials and representatives of farmers had decided to change the timings of auction conducted every Monday and Thursday to 9 a.m. to 1 p.m. from 12 noon to 3 p.m. More traders The change in timing was mainly to facilitate the participation of more traders in the auction. “However, the change is unsuitable for farmers, especially for those who transport vegetables from far off places in the interiors of the district as well as from Malappuram,” K. Kunhimohammed, a farmer from Manjeri, says. “Farmers have no choice but to boycott the auction markets and sell off the produce at local markets. At present, we are forced to harvest vegetables or fruits a day before the auction. And it is anybody’s guess what happens to the produce. The freshness is lost and traders either purchase vegetables at low rates or refuse to buy them,” Mohammed Haji of Mukkom says. He says the decision to implement the new timings also fell flat. “This was evident when traders failed to turn up at the auction on Monday,” he adds.  Horticorp Even, Mr. Haji says, the Kerala State Horticultural Products Development Corporation (Horticorp), under the Department of Agriculture, buys produce at low rates. The Horticorp was supposed to purchases all unsold vegetables from the market at rates 10% higher than in the open market, he points out. On Monday, he says, the ‘poovan banana’ was sold at Rs. 35 per kg; ‘njalipoovan pazham’ for Rs. 30 and ‘robusta pazham’ for Rs. 20. “ Why should a farmer transport his produce and sell them at low rates ?” he asks About 200 farmers from Malappuram, Kannur, Palakkad and Kozhikode have registered with the Vengeri market. The Agriculture Department had also stopped the transport subsidy a few months ago. Besides, the Hortcorp has not yet given money to farmers for the vegetables purchased from them. However, Narayanan Kalpakassery, chairman of Sangha Maithri, an apex body of farmers’ clubs, and convener of the auction committee, says the decision to change the timings was taken by the auction committee involving farmers. The decision was taken so that both farmers and traders would mutually benefit. Any move to reverse the decision has to be taken by the committee, he adds.  The change is unsuitable for farmers, especially for those who transport vegetables from far off places|0|
Hartal-like situation in Thrissur|Thrissur|January 03, 2019 00:00 IST|Widespread protests against women’s entry to Sabarimala created a near harthal-like situation in district on Wednesday. Shops and business establishments were forced to shut down by protesters at Irinjalakuda, Thrissur, Guruvayur, Pavaratty, Vadanappilly, Kodungallur, and Mala. The protest tuned violent at Wadakkanchery. The shops, which were refused to down shutters, were attacked. Buses were also attacked. A march taken out by the Sabarimala Karma Samithy turned violent in many places, including Swaraj Round. A Circle Inspector of police was injured in stone-throwing at Guruvayur. The agitators pushed down traffic dividers in the city. They threw dividers at the police. Flex boards and banners related to the women’s wall were destroyed. They disrupted traffic at many places. Many people were stranded as most of the buses stopped service following widespread protests. Stones were thrown at buses in many places. Bharatiya Janata Party and Bharatiya Janata Yuva Morcha activists waved black flags against Devaswom Minister Kadakampally Surendran at Guruvayur on Wednesday. Around 15 BJP workers and 30-odd Sabarimala Karma Samithy workers, including women, were arrested by the police.  Swearing-in ceremony The Minister attended the swearing-in ceremony of Malabar Devaswom Board president O.K. Vasu at the Parthasaradhy temple. As the Minster began his speech, the protesters came up with Namajapa protest. The police arrested and removed them. As soon as the Minister concluded his speech, the Yuva Morcha workers waved black flags at him. The police arrested them too. A strong police force was deployed at the venue to provide security to the Minister. The BJP activists forced traders to shut down shops in protest against the arrests. The Minister also inaugurated a multilevel parking space as part of the Amruth project of the Guruvayur municipality.|0|
Man drowns in Kadalundipuzha|MALAPPURAM|January 03, 2019 00:00 IST| A man drowned in the Kadalundipuzha near his house at Chemmankadavu here on Wednesday afternoon. Priju, 32, son of Krishnan Valiyatra, drowned while bathing in the river. His body was retrieved and shifted to Medical College Hospital, Manjeri. The funeral will take place on Thursday.|0|
Sabarimala forum for hartal today|Thiruvananthapuram|January 03, 2019 00:00 IST|The Sabarimala Karma Samithi (SKS) has called for a dawn-to-dusk hartal in the State on Thursday in protest against the entry of two women of childbearing age to the sanctum sanctorum on Wednesday. BJP State president P.S. Sreedharan Pillai said in Kozhikode that the party would offer support to the hartal call. Leader of the Opposition Ramesh Chennithala said the Congress would observe a ‘black day’ on Thursday to condemn the ‘State-sponsored trespass against the faith of Ayyappa devotees.’|0|
Protesters clash with police in Thiruvalla|PATHANAMTHITTA|January 03, 2019 00:00 IST|Tension prevailed in all major towns in Pathanamthitta district when BJP-Sangh Parivar activists staged protest marches and forced traders to down shutters of their shops in the wake of the entry of two women to Sabarimala Ayyappa Temple on Wednesday. The protesters who tried to forcibly close the shops clashed with the police in Thiruvalla town. They were chased away by the police. They then staged a flash hartal in Konni and attacked KSRTC buses. Vehicular traffic was disrupted for some time as the protesters staged a sit-in on the State Highway at Ezhamkulam on the Kayamkulam-Punalur road, Vallamkulam on the Thiruvalla-Kumbazha road, and at Pandalam and Adoor on the MC Road. Adoor town also witnessed minor clashes between CPI(M) and BJP activists. The irate protesters locked the Travancore Devaswom Board (TDB) office attached to the Valiyakoickal Sastha Temple and staged a Naamajapa protest on the MC Road, demanding resignation of Chief Minister, Pinarayi Vijayan. Many shops in Mallappally town were forcibly closed by the protesters. A group of protesters, majority of them women, staged a march to the residence of Travancore Devaswom Board (TDB) president A. Padmakumar at Aranmula. They staged a sit-in on the road leading to Sree Parthasarathy Temple, later. The police arrested 36 BJP-RSS workers for staging road block on the Adoor-Punalur road.|1|Wednesday
Action committee flays move to hold hearing on quarry|Kozhikode|January 03, 2019 00:00 IST|"The Kottur grama panchayat authorities and the Chengottumala People's Action Committee have flayed the decision of the District Industries Department to conduct a hearing in the presence of the District Collector to discuss the disputes over quarrying and the operation of crushers at Chengottumala in Koyilandy taluk. Action council leaders said the hearing scheduled for January 3 was illegal and the violation of all the standing orders of the Kerala High Court. The action council leaders said the hearing to be chaired by the District Collector was planned by the Industries Department ignoring the fact that the case was now under the consideration of the High Court. ‘Facts covered up’ Jayaraj, one of the action council leaders, said the matter had already been brought to the attention of the District Collector by their representatives and the panchayat authorities. He alleged that the hearing was planned by covering up many facts and meant to bypass all the standing orders against quarrying. Mr. Jayaraj said the private company that purchased large areas of land in the hillock was trying to win the licence for the project through crooked ways. ""We had staged a series of protests against the project and its impact on the people. The latest hearing is also an attempt to secure the nod for the project evading the court,"" he claimed. K.M. Biju, a resident of the area, said hundreds of families in the panchayat were apprehensive of the project and they wanted all permissions already given to the quarry operators cancelled. They had already staged numerous protests in the area with their demand and called upon the Mining and Geology department to review the applications previously submitted by the quarry operators."|0|
Warning to be issued to keep off Edayar estuary|Thiruvananthapuram|January 03, 2019 00:00 IST|A warning will be issued through the Coastal Vigilance Committees (Kadalora Jagratha Samiti) to keep people away from the dangerous waters at the point where the river drains into the sea at Edayar, Panathura. The decision was taken in the wake of the death by drowning of four Beemapally residents on Tuesday, the police said. ''This is a place where even the local fishermen are wary of taking a dip. There are eddies and strong currents which make it a dangerous spot even for people who know how to swim,” said Saji Kumar, Circle Inspector, Poonthura. The plan is to issue the warning through the Coastal Vigilance Committees and the churches and mosques in the region, he said. Remote area The committees consist of local fishermen and coastal inhabitants. “'The local people are quite aware of the danger and they stay away. It is also a relatively remote and thinly-populated region,”' the officer said. In fact, on Tuesday, the local fishermen had come to know of the accident only after one of the victims, Ali Mukthar, washed up on the beach. The 19-year-old, also from Beemapally, survived the ordeal, but four of his friends did not. Not as dangerous According to the police, other spots with a ‘Pozhi’ (estuary with sandbar) in the district are not as dangerous as the one at Panathura.  There are eddies and strong currents making it a dangerous spot even for expert swimmers|0|
Traders vow to keep their shops open|Kozhikode|January 03, 2019 00:00 IST|The business community, which had last month resolved to observe 2019 as ‘anti-hartal year’, on Wednesday decided not to down shutters during Thursday’s State-wide hartal announced by Sangh Parivar outfits. The Hartal Virudha Koottayma (the anti-hartal collective), a platform of 92 organisations of merchants, traders, restaurateurs, bus and lorry operators, said its affiliates would run their services on Thursday. BJP threat However, BJP leaders in Kozhikode have threatened the business community to forcibly get the shops and businesses closed. “If anyone is planning to open their shops on Thursday, they will have to face the consequences,” BJP Kozhikode district president T.P. Jayachandran has warned. T. Nazirudheen, president of the Kerala Vayapari Vyavasayi Ekopana Samiti, which is the leading member of the Koottayma, toldThe Hinduthat the Samiti had urged the Chief Minister to provide protection to all the businesses on the hartal day. He said district leaders of his Samiti would tour all the 14 districts to encourage the businesses to remain open. Samiti units had been asked to videograph any violence or attacks against any business unit and present the evidence before courts and other authorities. “Our decision to keep open our shops and businesses on the hartal day has nothing to do with the Sabarimala issue,” Mr. Nazirudeen said. “It is born out of the denial of our right to earn our daily bread and butter.” He said the business community, which was the biggest sufferers of any hartal or strike, was tired of the frequent hartals. He noted that because of the ongoing economic recession in Kerala, businesses were very badly hit. The frequent hartals, several in each month, had worsened their woes. It was following last month's flash hartal forced by the Sangh Parivar against the alleged immolation of a middle-aged man in Thiruvananthapuram that the Hartal Virudha Koottayma decided to observe 2019 as anti-hartal year. However, the Bus Operators Organisation indicated that its members would not operate buses on Thursday. K. Radhakrishnan, general secretary, toldThe Hinduthat since the organisation feared violence and huge damage to their buses, the nearly 700 buses owned by the organisation members might not be on the road. But tour vehicle operators, chambers of commerce and host of other business outfits have asserted that they would keep their businesses and services open on the hartal day.|0|
Teachers test|Thiruvananthapuram|January 03, 2019 00:00 IST|  The Kerala Teachers’ Eligibility Test (K-TET) will be held on January 27 and February 2 at various centres in the State. Online applications will be accepted till January 5. For details, visitwww.keralapareekshabhavan.in, Ktet.kerala.gov.in|0|
Swachh Bharat: Corpn. to apply for two-star rating|Kozhikode|January 03, 2019 00:00 IST|The Kozhikode Municipal Corporation will apply for a two-star rating under the Swachh Bharat Mission in 2019. The Corporation council has decided to submit the application before January 4. However, the public will have a few more days to point out any problems related to waste management in the city, so that the Corporation could correct them before ranking is confirmed. “Urban spaces in the country are given rating up to seven stars based on several parameters. Kozhikode qualifies for the two-star rating,” said Corporation Health Officer R.S. Gopakumar. The parameters being considered for the rating include door-to-door garbage collection system, source-level waste segregation, effectiveness of waste management, status of scientific landfills, plastic waste management, construction and demolition management, and a citizen grievance redressal system. “Our door-to-door collection system covers only 60% of the city, while 100% coverage is needed for a three-star city. Once the Green Task Force comes into effect in about three months, we will be qualified to apply for three-star,” Dr. Gopakumar said. Kozhikode has already declared itself open defecation free (ODF), another parameter required for the three-star status. This will enable the Corporation to apply for three-star rating next year. However, only a proper sewage treatment mechanism will help the city qualify for any higher ranking. Kozhikode can declare itself a two-star city in a step-by-step process. First, ward councillors should declare each ward as a waste-free ward and then the Corporation council can declare the city waste-free. Once the public opinion is also taken care of, the city can make the final declaration. However, if Kozhikode is aiming at three-star or five-star rating, it will have to undergo an additional verification by an independent agency under the Ministry of Housing and Urban affairs.|0|
CM showers largesse on home turf|CHITTOOR|January 03, 2019 00:00 IST|Chief minister N. Chandrababu Naidu on Wednesday distributed assets worth Rs. 517.2 crore worth meant for 70,162 beneficiaries under various government schemes covering the departments of social welfare, poverty alleviation programme and agriculture, at the launch of the 6th phase of Janmabhumi Maa Vooru at NTR Sports complex at Kuppam, the constituency he represents in the Assembly. Mr. Naidu was in Kuppam as part of his two-day official visit.  Rousing reception He received a rousing welcome from the Telugu Desam Party cadres and public upon arrival from Bengaluru by helicopter. The Chief Minister laid stones for the renovation of the check-dam to be carried out at a cost of Rs. 5.8 crore, at Mittapalle village of Kuppam mandal and a massive housing complex project to be built at a cost of Rs. 100 crore at Kuppam.  Horticulture project Later, Mr. Naidu inaugurated the government degree college built at a cost of Rs. 10.3 crore at Kuppam. He also launched the Rs. 15 crore horticulture hub project. In the evening, Mr. Naidu held a review meeting with the district administration, attended by all the HoDs, and took stock of the various developmental works in the district, especially Handri-Neeva Sujala Sravanti. On Thursday, the Chief Minister will lay the foundation for the Kuppam airstrip project.|0|
A day of mourning for Beemapally|Thiruvananthapuram|January 03, 2019 00:00 IST|Solemn chants of ‘la ilaha illallah’ filled the air as the separate processions bearing the four coffins turned into the main street leading to the Beemapally Dargah Shareef. Shops remained closed on both sides of the street - a mark of respect to the departed. Minutes later, the sound of prayers rose from the mosque, reminding everyone present how much a day of sorrow it was for the tight-knit community in this small but thickly-populated locality. On Tuesday evening, Beemapally residents had been shocked to learn that the turbulent estuarine waters at Edayar, Panathura, had claimed the lives of four youngsters during New Year festivities. Frantic search A frantic search which ensued had succeeded in recovering all the bodies by 12 midnight. On Wednesday, the final rites were held at the Beemapally Dargah Shareef, before the youngsters were laid to rest at the adjacent cemetery. Ibrahim Badusha, Rameez Khan, Nawab Khan and Bismillah Khan were all in their late teens and belonged to families that were well known in the area. Ibrahim is the son of Rafeeq, an autorickshaw driver, and lived at ‘Ramzia Manzil.’ He also leaves behind his mother Fousia and a younger brother, Abdullah. Nawab, who lived at ‘Shahida Manzil,’ is survived by his father Shanavas, mother Shaima and two sisters younger to him, Shani and Salfana. Bismillah of ‘Puthuval House’ leaves behind father Badusha, mother Raheema, two younger sisters and a brother. Rameez is the son of Abdul Rahman, TC – 45/68, Saddam Nagar, Beemapally. According to the relatives and the police, the boys had made their way to the beach at Panathura after school. There were seven youngsters from Beemapally in the group, and five of them had decided to bathe in the sea. Reportedly, none could swim. Even worse was the fact that they had chosen the wrong time to go bathing in the area. The sandbar (Pozhi) was breached, intensifying the currents. After news broke on Tuesday evening that the youngsters were missing and feared dead, the shops in Beemapally had downed shutters. A hartal was observed on Wednesday also. All through the day, people had gathered in clusters near the mosque waiting for the bodies to be brought home. The four ambulances bearing the bodies arrived by 3.30 p.m., escorted by a convoy of motorcycles, autorickshaws and cars and accompanied by chants of ‘la ilaha illallah.’ The ambulances wended their ways to the four homes, where the bodies were received with cries of despair. Draped in green Shortly afterwards, the coffins, draped in green, were taken to the mosque for the final rites. Hundreds of people, which included school mates of the four youngsters, had congregated at the mosque to pay their respects.|0|
Pitched battle between BJP, CPI(M) activists in city|Thiruvananthapuram|January 03, 2019 00:00 IST|The police lobbed tear gas shells and used water cannon to break up a street fight between Bharatiya Janata Party (BJP) and Communist Party of India (Marxist) [CPI(M)] activists in front of the Secretariat in Thiruvananthapuram on Wednesday afternoon. An officer, a few journalists and several BJP and CPI(M) workers were injured in the violence. A tense situation prevailed in the capital with the strife-torn Secretariat locality remaining closed to traffic and pedestrians for the better part of the day. CPI(M) and BJP workers traded blows, stones and sticks, and the police got caught in the middle of the skirmishing groups. A police officer said forced closure of shops, and minor incidents of violence between traders and BJP supporters were reported from other parts of the district, chiefly Neyyattinkara taluk. In Neyyattinkara, Sabarimala Karma Samathi (SKS), which has called for a general strike on Thursday, forced traders to close shops. Hoardings damaged The violence started in the morning when BJP workers protesting the closure of the Sabarimala temple for ‘purification rites’ following the entry of two women early Wednesday damaged hoardings erected by the Left Democratic Front (LDF). The CPI(M) retaliated by mustering their cadres in strength in the vicinity of the agitation shed where BJP State vice president M. Sivarajan is on an indefinite fast demanding the rollback of the ‘police raj’ in Sabarimala. The two groups hurled stones and sticks against each other, forcing the police to intervene. The BJP district president S. Suresh accused the CPI(M) of having used the police as a shield to harm the party’s State vice president M. Sivarajan who was on an indefinite fast in front of the Secretariat. The CPI(M) district secretary Anavoor Nagappan blamed the BJP for the violence. Destroyed BJP ‘goons’ destroyed the organising committee office of the joint action council for the upcoming national strike that functioned in front of the Secretariat, he alleged. At Pappanamcode, they destroyed CPI(M) flagpoles and boards and unleashed violence on the National Highway at Neyyattinkara. The CPI(M) local committee office at Vellanad was attacked and destroyed, Mr Nagappan alleged. The police said they have deployed in strength in the capital to prevent any further escalation of violence.|1|Thursday
KAU to launch training programme on safe food|Thiruvananthapuram|January 03, 2019 00:00 IST|The ‘safe to eat food’ programme is getting a boost with Kerala Agricultural University (KAU) all set to launch a training programme for members of the Kudumbashree JEEVA Mission in ‘safe-to-eat’ food production technologies. The training programme, which KAU describes as ‘exhaustive,’ will empower master trainers of the Kudumbashree JEEVA Mission in ‘'comprehending, adopting and popularising’ technologies for the production of ‘safe-to-eat food’ and enhancing agricultural productivity. The programme will be launched shortly, KAU officials said. In all, 605 master trainers of the Kudumbashree JEEVA Mission will be trained in four batches at the Vellayani, Vellanikkara and Padannakkad campuses of KAU, university officials said. The JEEVA (short for Joint Liability Group Evaluation Agent) mission provides scientific support to Kudumbashree collective farming initiatives aimed at attaining food security and self reliance in food. It has been initiated in panchayats where fallow land is available. Four selected members from each block forms the ‘regiment’ of master trainers. Once KAU equips them with know-how on scientific farming practices,they will in turn train other JEEVA members in 605 panchayats. HRD skills The training modules cover HRD skills, ICT skills, basics of organic farming, nutrition garden concept, protected farming, post-harvest care and management of fruits and vegetables as well as production and use of bio inputs, Jiju P. Alex, Director of Extension, KAU, said. KAU Vice-Chancellor R. Chandra Babu said that the programme would also aid the adoption and practice of post-harvest technologies and value-addition protocols, leading to increased income for farmers and allied workers. “Kudumbashree being a well-knit workforce with commitment, the carefully drafted training will help to realise the vast potential of rural youth in effective dissemination of technologies, ” Dr. Chandra Babu said in a statement.  The JEEVA mission provides scientific support to Kudumbashree initiatives aimed at attaining food security|0|
Scholarship exam for ST students|Thiruvananthapuram|January 03, 2019 00:00 IST|An examination will be held for Scheduled Tribe (ST) children studying in Class 4 in the 2018-19 academic year for selection for a scholarship as per the Ayyankali Memorial Talent Search and Development Scheme of the Scheduled Tribe Development Department in various districts from 2 p.m. to 4 p.m. on February 23. ST students whose annual family income does not exceed Rs. 50,000 a year can appear for the examination. The application should reach before February 4.|0|
No article in  <Response [200]>||||0|
KUHS postpones exams|Thrissur|January 03, 2019 00:00 IST| The Kerala University of Health Sciences has postponed all theory examinations scheduled for January 3 (Thursday) to January 5 (Saturday). The announcement comes against the backdrop of the Sabarimala Karma Samiti calling a Statewide hartal in the State on Thursday.|0|
Job notification|Thiruvananthapuram|January 03, 2019 00:00 IST|The notification for recruitment to clerk/clerk-cum-casual post in the Kerala Devaswom Recruitment Board has been issued again after omitting the qualification of DCA, an official pressnote issued here today said. For details, visitwww.kdrb.kerala.gov.in, the official pressnote issued added.|0|
Ensure normal life on hartal day, DPCs told|Thiruvananthapuram|January 03, 2019 00:00 IST|State Police Chief Loknath Behera on Wednesday asked all District Police Chiefs (DPCs) to ensure that normal life remained unaffected on Thursday in view of the dawn-to-dusk hartal called by the Sabarimala Karma Samithi. Hartal loyalists who attempted to forcibly shut shops would be arrested on the spot, Mr. Behera said. Compensation would be collected from the culprits if public property was destroyed. The police would provide protection to shops that open on Thursday. All DPCs have been asked to provide protection to government offices, courts and KSEB offices. Smooth operations by the KSRTC and private buses would be ensured. Protection would be provided to the offices of all political parties, the State Police Chief said.  Compensation will be collected from culprits if public property is destroyed|0|
Keep promise on pension: MLA|Thiruvananthapuram|January 03, 2019 00:00 IST| The Left Democratic Front government should not move away from its promise to government employees and teachers of withdrawing contributory pension and reintroducing statutory pension, C. Divakaran, MLA and CPI national council member, has said. He was speaking after inaugurating the All Kerala School Teachers’ Union district conference here on Wednesday. Union district unit president Biju Perayam presided over the function.|0|
No article in  <Response [200]>||||0|
Cognosco for medical aspirants|Thiruvananthapuram|January 03, 2019 00:00 IST| The Medical Students’ Centre at Government Medical College Hospital here and the Indian Medical Association will jointly organise a training programme for students aiming to crack the medical entrance examinations. ‘Cognosco’ will be held on January 6. Besides models of questions, students will get tips on how to avoid common mistakes and save time. A class will be held by Arun B. Nair, Assistant Professor in the Psychiatry Department of the college. Experts will lead classes on various subjects.|0|
No article in  <Response [200]>||||0|
No article in  <Response [200]>||||0|
CM to attend Janmabhoomi programme at Atchampet|GUNTUR|January 03, 2019 00:00 IST|Chief Minister Nara Chandrababu Naidu will take part in a ‘Janmabhoomi-Maa Vooru’ programme at Atchampet on Thursday. The CM is expected to arrive by helicopter at 2 pm and visit an SC colony. He would later address a public meeting. District Collector Kona Sasidhar, and SP of Guntur Rural SV Rajasekhara Babu supervised arrangements at the venue. Pedakurapadu MLA Kommalapati Sridhar said a large number of people would attend the CM’s meeting.  Loan waiver The sixth phase of Janmabhumi Maa Vuru programme was held at different locations in Vijayawada on Wednesday covering six municipal wards in the three constituencies. Vijayawada Mayor Koneru Sreedhar, VMC commissioner J. Nivas, MLAs B. Umamaheswara Rao, Sk. Jaleel Khan, Gadde Rammohan Rao, MLC Buddha Venkanna and others took part in the programmes. According to officials, more than 2,000 grievances were submitted at programmes held for 27, 28, 42, 5, 9 and other divisions. Mr. Khan, A.P. Police Housing Corporation chairman Nagul Meera, Mr. Venkanna and others gave away a cheque of Rs. 10.70 crore towards bank loan to 268 self-help group members in the 27th division. In 28th division, a loan of Rs. 1.30 crore of 186 self-help group members has been waived.|0|
‘Cooking gas use will be promoted’|KAKINADA|January 03, 2019 00:00 IST|Over 91% of the households in East Godavari district are availing the facility of cooking gas cylinders and efforts are on to make it 100% by promoting the Pradhan Mantri Ujjwal Yojana (PMUY) in the coming months, according to Nitin Thomas, area sales manager of Bharat Petroleum and district convener for the public sector oil companies. Addressing a press conference along with N. Chandrasekhar, area sales manager of HPCL here on Wednesday, he said that now the PMUY was extended to all the white ration card holders and the cooking gas connections would be released without collecting the deposit amount. “The subsidised deposit amount can be remitted by the consumers in instalments. We are going to promote it now and make the residents who are still using the conventional chullahs to switch to the cooking gas in the district,” he said.|0|
Train robbery case cracked|ANANTAPUR|January 03, 2019 00:00 IST|The Government Railway Police on Wednesday nabbed the accused in the Kondaveedu Express robbery case, in which two women were pushed out of a compartment of the running train on December 18. According to Siddarth Kaushal, Superintendent of Police (GRP), the 37-year-old accused, Rajender, was traced in Chennai. The accused would be produced before the magistrate on Thursday and police custody sought for further investigation, the SP said. “The accused is a habitual offender and a serial chain snatcher and bag lifter,” said Mr. Kaushal. The police recovered some of the stolen ornaments. Deserted by his wife, Rajender had been targeting women from well-to-do families and in some cases the accused even sexually assaulted them, Mr. Kaushal said. He is wanted in several cases in Tamil Nadu too. Rajender was involved in two other cases in Guntakal Railway Division besides the one in which he pushed Divya Sri out of the running train near Dharmavaram and another woman near Anantapur. The SP congratulated Circle Inspector T. Mohan Prasad and Deputy Superintendent of Police (Tirupati) S.M. Ramesh on their successful effort.|0|
Engagements|January 03, 2019 00:00 IST|January 03, 2019 00:00 IST|Information Technology Department:Chief Minister Pinarayi Vijayan gives away ‘Kerala State eGovernance awards,’ Institute of Management in Government, PMG, 5 p.m. Hermitage:Discourse on ‘Ramanavidya’ by Swami Durgananda Saraswathi, Eastern entrance of Sri Padmanabhaswamy Temple, East Fort, 6.15 p.m. Soorya:Talk Festival, Talk by Renjini Jose, Ganesham, Thycaud, 6.45 p.m. Student Police Cadets scheme:Chief Minister Pinarayi Vijayan inaugurates Mikavu, a programme to honour cadets, Nishagandhi auditoirum, Kanakakkunnu, 3 p.m.|0|
Telangana HC opens with 1.87 lakh cases|HYDERABAD|January 03, 2019 00:00 IST|Chief Justice of Telangana High Court Thottathil B. Radhakrishnan on Wednesday said the newly constituted HC had an opening balance of 1,87,000 pending cases. Momentum, discipline and equilibrium would be needed to dispense timely justice, he observed. The CJ was speaking at a Full Court meeting held to mark the opening of the separate High Court for Telangana. The CJ said the Telangana HC came into force from January 1 following administration of office to the judges.|0|
HC stays ban on online sale of drugs|CHENNAI|January 03, 2019 00:00 IST|A Division Bench of the Madras High Court on Wednesday stayed the operation of a single judge’s December 17 order banning online sale of medicines. Though the Centre was yet to notify statutory rules for regulating such sales, imposing a sudden ban would cause grave hardship and health issues to patients relying on e-pharmacies, the Bench said. Passing interim orders on a batch of writ appeals preferred by e-pharma firms, Justices M. Sathyanarayanan and P. Rajamanickam said the number of people who prefer to purchase medicines online was on the rise because not all patients and their caregivers would be in a position to go in search of the required drugs. They also recorded the submission of senior counsel P.S. Raman that e-pharmacies aided those who travelled from one State to another for medical treatment. “A patient from Assam might get treated at a hospital in Tamil Nadu and the drugs prescribed by the doctors here may not be available in the northeastern State. “In such cases, e-pharmacies play a crucial role by procuring the drugs from the nearest possible location like West Bengal and delivering it to the patient through courier and other services,” Mr. Raman had argued while appealing the single judge’s order banning online sales till the Centre notifies the statutory rules. “Of course sale/dispensation of medicines requires great care... as it deals with human lives,” the Bench observed, recording the assurance given by senior counsel P.R. Raman and others that there was no possibility of any irregularity or illegality as medicines would not be dispensed online without buyers having furnished prescriptions from registered medical practitioners. Writing the interim order for the Bench, Justice Sathyanarayanan said there was no necessity to ban online sale in toto when e-pharma firms had conceded that the authorities constituted under the Drugs and Cosmetics Act of 1940 were already empowered to initiate appropriate action against them.|0|
Mullappally sees conspiracy|THIRUVANANTHAPURAM|January 03, 2019 00:00 IST|The entry of two young women to Sabarimala on Wednesday could only be seen as the climax of the women’s wall sponsored by Chief Minister Pinarayi Vijayan, Kerala Pradesh Congress Committee president Mullappally Ramachandran has said. Mr.Ramachandran told reporters in Delhi on Wednesday that it was an operation planned and executed by Mr. Vijayan. The decision was made along with the proposal to form the women’s wall. This was a political conspiracy to gain political advantage. The secret agenda of the CPI(M), the BJP, and the Sangh Parivar organisations to create violence and chaos and thus promote their political interest now stood exposed. The BJP’s intention was to create another Ayodhya and the CPI(M)’s to create violence and unrest to divert attention from its administrative failures, he said. The Sabarimala issue was being used as a ploy by Mr.Vijayan to divert attention from the problems affecting the people, mainly post-flood issues. The government had failed in the relief and rehabilitation of the flood victims, he said. Suo motu The Kerala State Women’s Commission has taken a suo motu case in connection with the attack on women mediapersons in the violence over the entry of women to Sabarimala on Wednesday.|0|
Tech fest tomorrow|SRIKAKULAM|January 03, 2019 00:00 IST|GMR Institute of Technology and Management-Rajam will hold the 13th edition of national-level annual tech fest ‘STEPCONE-2019’ from January 4 to 6 on the college premises, according to GMR Varalakshmi Foundation CEO G. Rajendra Prasad and college principal C.L.V.R.S.V. Prasad. Addressing the media on Wednesday, they said that about 400 students from different colleges would participate in the event to showcase their talent. “The STEPCONE is a great platform for the students to come out with new ideas. Students of GMRIT are also eagerly waiting to participate in the events like presentation of technical papers and project designs,” Mr. Prasad said.|0|
